,area,lat,lng
502,"kasganj district, uttar-pradesh",27.969777,78.5981655
503,"varanasi district, uttar-pradesh",25.1297376,82.6059987
504,"gautam buddha nagar district, uttar-pradesh",28.5770068,77.3394731
505,"basti district, uttar-pradesh",28.630261,77.4133068
506,"maharajganj district, uttar-pradesh",27.1436733,83.5395965
507,"etawah district, uttar-pradesh",26.7879984,79.0061831
508,"etah district, uttar-pradesh",27.5562222,78.658988
509,"banda district, uttar-pradesh",25.4892744,80.33507542764347
510,"bijnor district, uttar-pradesh",29.3843229,78.13645
511,"hardoi district, uttar-pradesh",28.0047122,78.476874
512,"balrampur district, uttar-pradesh",28.0990326,79.5401573
513,"pilibhit district, uttar-pradesh",28.495207649999998,80.10754080018077
514,"mainpuri district, uttar-pradesh",27.2307398,79.0406375
515,"jaunpur district, uttar-pradesh",25.7592013,82.6968142
516,"kaushambi district, uttar-pradesh",28.6452857,77.3243429
517,"hapur district, uttar-pradesh",28.7299677,77.775499
518,"hamirpur district, uttar-pradesh",25.9572127,80.1446414
519,"meerut district, uttar-pradesh",28.7417261,77.4681066
520,"mathura district, uttar-pradesh",27.5591791,77.68175451707637
521,"chitrakoot district, uttar-pradesh",25.19631215,80.91390945066726
522,"lalitpur district, uttar-pradesh",24.6967125,78.411697
523,"mau district, uttar-pradesh",25.2133779,83.0334827
524,"mirzapur district, uttar-pradesh",24.9325993,82.64710860698771
525,"gonda district, uttar-pradesh",27.8306549,77.8773701
526,"jhansi district, uttar-pradesh",28.6839951,77.4530398
527,"pratapgarh district, uttar-pradesh",25.9221279,81.9986835
528,"saharanpur district, uttar-pradesh",29.95566895,77.5596488632492
529,"bara banki district, uttar-pradesh",26.9013312,81.2151601
530,"bareilly district, uttar-pradesh",28.457876,79.40557093743058
531,"sitapur district, uttar-pradesh",28.3548882,79.4185378
532,"sultanpur district, uttar-pradesh",26.2627557,82.069966
533,"agra district, uttar-pradesh",27.1705419,78.0107255
534,"rae bareli district, uttar-pradesh",26.25,81.25
535,"firozabad district, uttar-pradesh",28.3800183,79.4181912
536,"kheri district, uttar-pradesh",28.4299696,80.3176448
537,"gorakhpur district, uttar-pradesh",26.7494212,83.3665766
538,"unnao district, uttar-pradesh",26.5,80.5
539,"prayagraj district, uttar-pradesh",25.5,81.5
540,"ghazipur district, uttar-pradesh",28.6643991,77.3208548
541,"farrukhabad district, uttar-pradesh",27.3817304,79.602854
542,"azamgarh district, uttar-pradesh",26.0637645,83.1833871
543,"deoria district, uttar-pradesh",28.3778393,79.9337825
544,"ghaziabad district, uttar-pradesh",28.711241,77.4445372
545,"haridwar district, uttarakhand",30.1921734,79.1874877
546,"champawat district, uttarakhand",29.3321606,80.0928787
547,"nainital district, uttarakhand",29.2185482,79.52951525
548,"chamoli district, uttarakhand",30.499632300000002,79.61879245944404
549,"almora district, uttarakhand",30.6309236,78.1603603
550,"uttarkashi district, uttarakhand",30.9654214,78.63368731187963
551,"pithoragarh district, uttarakhand",30.12666775,80.48338013734374
552,"rudraprayag district, uttarakhand",30.2864682,78.9814996
553,"pauri garhwal district, uttarakhand",30.1507888,78.7737617
554,"tehri garhwal district, uttarakhand",30.5,78.666667
555,"uttar dinajpur district, west-bengal",25.6098202,88.1327333
556,"kalimpong district, west-bengal",27.02787695,88.64606085772425
557,"murshidabad district, west-bengal",24.086328549999998,88.26684963941861
558,"paschim medinipur district, west-bengal",21.8360051,87.4317229
559,"jalpaiguri district, west-bengal",26.626483649999997,88.73407701468993
560,"purulia district, west-bengal",23.3409582,86.359433
561,"bankura district, west-bengal",23.0662415,87.3251923
562,"jhargram district, west-bengal",22.447609,86.998449
563,"howrah district, west-bengal",22.5801698,88.3362713
564,"hooghly district, west-bengal",22.8924411,88.3994271
565,"kolkata district, west-bengal",26.5257678,88.7198637
566,"koch bihar district, west-bengal",26.25,89.5
567,"alipurduar district, west-bengal",26.4811994,89.5279728
568,"nadia district, west-bengal",23.4056806,88.4913312
569,"birbhum district, west-bengal",24.0,87.583333
570,"purba medinipur district, west-bengal",22.2788123,87.92250435718134
571,"maldah district, west-bengal",25.0,88.0
572,"darjiling district, west-bengal",26.75,88.25
573,"anjaw district, arunachal-pradesh",28.1114301,96.82699963398373
